id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential	wrok_exp
10943	54	47	49	50	47	57	50	6-10	Bachelor	58	51	Yes	No	6-10
10944	51	50	48	44	51	54	48	6-10	Bachelor	41	45	No	No	6-10
10946	49	40	46	44	47	49	41	6-10	None	52	37	No	No	6-10
10947	51	51	48	45	52	51	43	0-1	Associate	44	50	Yes	No	0-1
10948	55	44	47	43	45	53	42	0-1	None	31	40	No	No	0-1
10949	53	40	43	45	43	53	36	0-1	None	28	35	No	No	0-1
10950	50	44	44	46	46	51	47	2-5	Associate	49	47	Yes	Yes	2-5
10951	56	46	52	47	47	48	40	0-1	Bachelor	44	48	Yes	Yes	0-1
10952	53	50	48	47	48	53	44	2-5	Associate	44	49	No	No	2-5
10953	55	53	53	45	59	56	55	2-5	Bachelor	57	54	No	Yes	2-5
10954	54	53	50	47	48	59	48	2-5	Bachelor	51	59	No	No	2-5
10955	52	48	45	46	48	55	43	6-10	Bachelor	59	43	No	No	6-10
10956	53	49	49	44	54	54	49	0-1	Bachelor	39	51	No	No	0-1
10958	56	43	44	45	47	51	43	0-1	Associate	34	42	No	No	0-1
10959	50	48	44	46	45	50	43	2-5	Associate	46	37	No	No	2-5
10962	46	39	43	39	37	49	38	2-5	None	39	31	No	No	2-5
10963	52	45	46	44	53	51	41	6-10	None	50	40	No	No	6-10
10964	51	40	45	50	46	52	38	0-1	None	34	38	No	No	0-1
10965	52	48	46	46	47	45	43	0-1	Associate	40	47	No	No	0-1
10966	52	46	52	47	52	55	50	6-10	Associate	53	48	No	No	6-10
10967	57	44	45	46	51	48	46	0-1	Bachelor	39	36	No	No	0-1
10972	55	50	45	47	51	56	45	11+	Bachelor	53	51	No	Yes	11+
10973	56	42	46	44	44	51	43	0-1	Bachelor	49	38	No	No	0-1
10974	47	46	44	41	46	46	43	6-10	Bachelor	32	43	No	No	6-10
10975	51	44	41	44	45	53	40	0-1	Associate	38	40	No	No	0-1
10976	51	48	51	44	54	49	49	6-10	Bachelor	44	43	No	No	6-10
10977	56	44	45	43	50	51	48	2-5	None	44	42	No	No	2-5
10978	50	44	50	44	52	49	46	2-5	None	40	46	No	No	2-5
10979	44	36	37	38	38	44	43	2-5	Bachelor	31	25	No	No	2-5
10981	51	45	47	49	49	55	50	2-5	Bachelor	47	37	No	No	2-5
10982	53	42	46	47	47	54	42	0-1	Associate	33	44	No	No	0-1
10983	52	43	46	42	47	52	45	0-1	Associate	32	39	No	No	0-1
10984	50	47	48	42	46	46	46	0-1	None	42	34	No	No	0-1
10985	57	52	56	49	51	54	49	2-5	Associate	55	41	No	No	2-5
10986	53	51	52	43	55	50	46	2-5	Bachelor	44	41	No	No	2-5
10987	53	44	45	47	48	57	41	0-1	Associate	42	40	No	No	0-1
10988	50	49	50	39	51	53	44	2-5	Associate	36	47	No	No	2-5
10989	54	51	50	47	53	47	50	0-1	None	50	49	No	Yes	0-1
10990	51	40	47	44	47	53	46	0-1	Associate	39	49	No	No	0-1
10992	48	42	47	46	47	53	45	2-5	Master	45	45	No	No	2-5
10993	55	50	50	45	51	51	45	0-1	Doctorate	53	50	No	Yes	0-1
10994	57	45	50	45	52	53	44	2-5	Associate	44	46	No	No	2-5
10995	55	50	54	47	51	53	52	2-5	Associate	48	51	No	No	2-5
10996	47	47	43	42	49	45	46	0-1	Bachelor	47	42	No	No	0-1
10997	52	41	45	52	47	57	45	2-5	Bachelor	43	46	No	No	2-5
10999	55	49	50	47	49	55	42	6-10	Associate	52	51	No	Yes	6-10
11000	52	49	51	47	55	54	47	0-1	Associate	57	46	No	Yes	0-1
11003	51	50	49	44	48	46	44	0-1	Bachelor	42	47	No	No	0-1
11004	52	52	56	52	56	57	55	2-5	Associate	58	56	Yes	Yes	2-5
11006	52	47	46	47	48	54	47	2-5	Bachelor	38	47	No	No	2-5
11007	50	44	45	43	48	44	42	0-1	None	28	37	No	No	0-1
11008	54	49	50	46	49	52	53	0-1	Bachelor	46	49	No	Yes	0-1
11009	56	44	48	51	52	55	45	0-1	Master	57	36	No	No	0-1
11012	57	52	47	46	53	52	49	6-10	Bachelor	53	49	No	Yes	6-10
11014	58	56	53	45	50	52	47	0-1	Bachelor	49	50	No	Yes	0-1
11015	53	47	47	47	44	56	41	2-5	Associate	48	41	No	No	2-5
11016	58	55	56	45	55	49	51	2-5	Bachelor	53	55	No	Yes	2-5
11017	57	50	53	47	50	52	50	2-5	Bachelor	53	58	No	No	2-5
11018	51	42	43	44	51	55	45	6-10	Bachelor	40	38	No	No	6-10
11019	48	49	45	44	49	48	50	2-5	Bachelor	40	42	No	No	2-5
11020	57	45	45	44	49	50	45	0-1	Bachelor	46	42	Yes	Yes	0-1
11022	53	45	48	44	42	47	44	0-1	Associate	45	45	No	Yes	0-1
11023	46	40	44	48	39	53	38	6-10	None	41	35	No	No	6-10
11024	51	41	43	43	42	45	39	2-5	None	37	41	No	No	2-5
11025	53	45	44	44	52	56	50	6-10	Bachelor	49	47	No	No	6-10
11026	56	47	49	48	51	53	47	2-5	Doctorate	53	44	No	No	2-5
11027	49	49	48	42	45	53	43	0-1	Associate	44	46	Yes	Yes	0-1
11028	53	47	49	50	48	50	48	2-5	Bachelor	50	50	No	No	2-5
11029	52	45	42	38	47	47	44	0-1	Associate	24	38	No	No	0-1
11030	54	43	42	47	49	54	48	0-1	Bachelor	46	37	No	No	0-1
11031	60	51	51	51	54	49	46	2-5	None	38	47	No	No	2-5
11033	56	40	48	51	43	54	41	6-10	None	56	43	No	No	6-10
11034	55	47	53	49	51	56	42	0-1	None	43	42	No	No	0-1
11036	50	48	48	48	51	45	46	0-1	Bachelor	45	30	No	No	0-1
11037	54	45	51	52	46	53	50	0-1	Bachelor	50	48	No	Yes	0-1
11039	59	57	58	53	51	55	52	11+	Bachelor	63	68	Yes	Yes	11+
11042	54	45	44	42	52	56	43	2-5	None	48	43	No	No	2-5
11043	53	47	44	43	46	52	46	2-5	Bachelor	43	41	No	Yes	2-5
11044	58	48	53	50	55	58	49	2-5	Bachelor	54	51	Yes	Yes	2-5
11047	48	43	43	44	43	51	43	11+	Bachelor	39	37	No	No	11+
11048	55	51	49	47	53	51	52	0-1	Bachelor	59	47	No	No	0-1
11050	49	39	44	40	45	51	45	2-5	Bachelor	40	37	No	No	2-5
11051	51	41	45	47	47	54	44	2-5	Bachelor	45	38	No	No	2-5
11052	54	53	45	46	46	54	44	2-5	Associate	41	45	Yes	No	2-5
11053	54	55	50	46	58	45	52	2-5	Bachelor	48	51	No	No	2-5
11054	51	49	45	48	48	52	49	6-10	Bachelor	60	44	No	No	6-10
11055	55	50	47	45	46	51	46	6-10	Bachelor	51	46	No	Yes	6-10
11056	49	46	41	47	49	55	38	2-5	None	51	35	No	No	2-5
11058	56	51	49	43	50	56	50	6-10	Bachelor	43	49	No	No	6-10
11059	53	46	45	48	49	53	40	0-1	Associate	49	41	No	No	0-1
11060	48	39	47	43	48	50	46	0-1	None	38	45	No	No	0-1
11061	52	50	47	45	51	53	46	0-1	Bachelor	49	47	No	Yes	0-1
11063	51	47	48	41	53	50	48	0-1	Bachelor	46	42	No	No	0-1
11064	56	52	49	52	58	57	55	0-1	Bachelor	50	53	No	Yes	0-1
11065	52	40	45	46	47	54	42	0-1	Associate	44	38	No	No	0-1
11066	49	42	47	44	46	45	41	0-1	None	22	38	No	No	0-1
11067	55	43	42	46	46	60	40	2-5	Associate	35	42	No	No	2-5
11068	51	40	42	40	49	45	45	2-5	Bachelor	39	45	No	No	2-5
11070	55	48	49	47	56	46	49	0-1	Bachelor	43	52	No	No	0-1
11071	55	48	50	51	54	52	49	0-1	Bachelor	51	54	Yes	Yes	0-1
11072	47	47	46	46	48	44	45	0-1	Associate	34	40	No	No	0-1
11073	45	38	40	44	40	50	44	2-5	Associate	45	29	No	No	2-5
11075	56	49	47	54	50	56	45	6-10	Bachelor	52	41	No	No	6-10
11076	46	43	44	41	44	46	44	0-1	Bachelor	50	45	Yes	No	0-1
11077	53	47	50	51	49	60	45	6-10	Bachelor	53	49	No	No	6-10
11078	55	47	52	49	53	58	49	2-5	Bachelor	45	50	No	Yes	2-5
11079	49	46	51	47	49	57	46	2-5	Bachelor	46	43	Yes	No	2-5
11081	52	48	49	45	51	47	49	6-10	Bachelor	49	47	Yes	No	6-10
11082	50	42	46	44	47	55	45	6-10	Bachelor	48	44	No	No	6-10
11083	54	49	49	45	48	53	44	0-1	Associate	47	45	No	No	0-1
11084	55	51	52	46	53	50	51	0-1	Bachelor	47	49	No	Yes	0-1
11085	51	44	42	35	43	42	40	0-1	Associate	32	36	No	Yes	0-1
11086	56	50	50	51	49	57	57	6-10	Bachelor	60	66	Yes	Yes	6-10
11087	56	53	59	48	53	54	51	2-5	Bachelor	57	64	Yes	Yes	2-5
11088	51	46	45	47	46	45	48	0-1	Bachelor	35	38	No	No	0-1
11089	48	44	52	49	46	47	49	0-1	Associate	46	52	No	No	0-1
11091	51	44	45	44	45	45	41	2-5	None	41	39	No	No	2-5
11092	59	54	56	50	52	58	44	6-10	Bachelor	62	58	No	No	6-10
11093	51	41	49	51	47	48	43	0-1	Bachelor	47	29	No	No	0-1
11094	56	45	51	48	51	51	49	6-10	Associate	63	48	No	Yes	6-10
11096	53	47	43	45	57	51	50	0-1	Bachelor	46	44	No	No	0-1
11097	47	41	43	44	42	46	43	0-1	Bachelor	28	35	Yes	No	0-1
11098	53	43	47	44	48	51	40	2-5	None	47	49	No	Yes	2-5
11099	52	47	49	46	46	55	47	0-1	Bachelor	40	41	No	No	0-1
11100	55	54	50	43	52	50	45	2-5	Bachelor	43	43	Yes	Yes	2-5
11101	50	48	46	45	50	52	50	2-5	Master	45	36	No	No	2-5
11103	56	47	51	49	54	58	47	6-10	Bachelor	54	56	No	Yes	6-10
11105	53	48	51	46	47	52	42	0-1	None	41	40	No	No	0-1
11106	53	44	47	47	52	51	46	6-10	Bachelor	46	44	No	Yes	6-10
11108	50	41	42	46	47	51	36	6-10	None	37	46	No	No	6-10
11110	55	50	47	48	47	50	39	2-5	None	50	40	No	No	2-5
11111	50	48	46	39	48	49	41	2-5	None	31	41	Yes	No	2-5
11112	52	47	48	43	50	43	49	2-5	Bachelor	48	41	No	No	2-5
11113	54	50	47	42	51	49	45	0-1	Bachelor	44	45	No	No	0-1
11115	56	43	47	46	49	48	48	0-1	Associate	44	40	No	No	0-1
11116	46	42	39	44	39	45	34	0-1	None	35	30	No	No	0-1
11117	52	40	46	41	45	47	48	0-1	Bachelor	39	41	No	No	0-1
11121	48	40	41	41	42	50	41	2-5	Associate	33	39	No	Yes	2-5
11122	53	50	49	47	49	51	44	2-5	None	46	50	No	No	2-5
11123	49	46	49	45	49	52	46	2-5	Associate	48	40	No	No	2-5
11124	48	38	40	41	44	44	39	2-5	Associate	33	31	No	No	2-5
11127	44	48	42	42	46	53	50	2-5	Bachelor	35	38	No	No	2-5
11128	55	45	46	48	44	57	42	0-1	None	46	41	No	No	0-1
11130	49	47	46	48	47	58	45	0-1	Bachelor	51	51	No	No	0-1
11131	48	40	36	44	46	49	42	2-5	None	31	31	No	No	2-5
11132	55	48	54	48	45	55	45	0-1	Bachelor	50	51	No	Yes	0-1
11134	49	45	42	46	45	54	43	6-10	None	44	42	No	No	6-10
11136	49	46	52	48	44	51	48	0-1	Bachelor	46	41	No	No	0-1
11137	57	44	51	46	52	47	43	0-1	Bachelor	37	44	No	No	0-1
11138	54	51	52	49	48	51	47	2-5	Master	43	51	No	No	2-5
11139	42	39	40	42	45	46	42	0-1	None	37	39	No	No	0-1
11140	52	44	49	46	48	49	37	2-5	None	30	31	No	No	2-5
11141	56	53	51	45	50	51	48	2-5	Bachelor	53	42	No	No	2-5
11142	55	48	54	53	49	55	49	6-10	Bachelor	55	50	No	Yes	6-10
11143	58	48	49	51	52	51	45	0-1	Bachelor	50	40	No	No	0-1
11146	55	52	48	52	52	56	48	2-5	None	49	53	No	No	2-5
11147	57	47	52	49	51	51	54	0-1	Master	53	44	No	No	0-1
11148	54	51	53	45	53	55	45	2-5	Associate	49	50	Yes	No	2-5
11149	45	48	45	40	47	46	38	2-5	None	40	34	No	No	2-5
11150	52	46	52	45	47	52	46	0-1	Bachelor	49	38	No	No	0-1
11151	52	47	51	49	47	45	50	0-1	Associate	48	50	No	No	0-1
11152	49	44	50	49	46	54	43	6-10	Associate	46	39	No	No	6-10
11154	55	53	52	46	56	54	47	2-5	Associate	50	47	No	Yes	2-5
11155	46	35	41	42	43	42	40	0-1	Associate	44	15	No	No	0-1
11156	50	42	46	47	49	55	51	6-10	Bachelor	48	42	No	No	6-10
11157	52	47	48	45	52	52	45	2-5	Associate	43	54	No	No	2-5
11159	56	44	48	45	50	57	43	11+	Associate	46	52	No	No	11+
11161	57	49	50	43	50	51	48	6-10	Bachelor	60	49	No	Yes	6-10
11162	57	49	50	51	49	56	52	6-10	None	63	51	Yes	No	6-10
11163	53	47	49	47	47	54	50	2-5	Bachelor	43	45	No	No	2-5
11164	51	49	53	46	47	49	55	6-10	Bachelor	55	42	No	No	6-10
11165	51	50	50	47	51	48	53	2-5	Bachelor	46	36	No	No	2-5
11166	54	46	47	48	54	57	52	0-1	Bachelor	51	52	No	Yes	0-1
11168	52	40	41	44	44	49	39	2-5	None	39	37	No	Yes	2-5
11169	53	45	46	44	46	45	41	2-5	None	39	46	No	No	2-5
11170	53	42	42	42	47	49	46	0-1	None	31	47	No	No	0-1
11171	55	49	54	48	49	52	52	0-1	Bachelor	50	53	Yes	No	0-1
11173	56	41	42	47	49	55	43	6-10	None	50	25	No	No	6-10
11174	49	50	46	45	47	55	48	0-1	Bachelor	44	46	No	No	0-1
11177	60	51	50	54	51	56	47	6-10	Bachelor	65	52	No	Yes	6-10
11178	52	39	46	43	45	53	43	6-10	Bachelor	45	35	No	No	6-10
11180	56	50	50	51	51	54	49	0-1	Bachelor	62	42	No	No	0-1
11181	55	51	49	40	50	49	52	6-10	Bachelor	37	46	No	No	6-10
11182	53	47	49	43	54	49	46	6-10	Bachelor	45	41	No	Yes	6-10
11183	55	44	49	49	45	55	45	0-1	Associate	43	44	No	Yes	0-1
11184	49	41	43	44	48	43	50	6-10	Bachelor	38	55	No	No	6-10
11185	49	38	43	47	44	54	40	2-5	None	37	36	No	No	2-5
11188	49	47	48	44	46	54	41	2-5	Associate	43	44	No	No	2-5
11190	54	47	46	50	47	57	47	6-10	Bachelor	71	44	No	No	6-10
11192	50	39	48	45	49	56	44	6-10	Bachelor	44	48	No	No	6-10
11194	53	47	48	46	48	50	45	2-5	Master	47	48	No	Yes	2-5
11198	54	49	47	43	52	45	51	0-1	Bachelor	43	43	No	No	0-1
11199	53	50	45	42	44	50	42	0-1	None	44	42	Yes	No	0-1
11200	56	52	50	49	53	57	49	0-1	Associate	49	56	No	No	0-1
11201	50	47	43	39	48	46	49	0-1	None	42	36	No	No	0-1
11202	46	49	45	45	51	52	52	6-10	Bachelor	40	44	No	No	6-10
11203	55	53	50	48	51	61	42	2-5	None	45	51	No	No	2-5
11204	47	47	47	41	42	49	44	2-5	Bachelor	43	48	No	No	2-5
11206	53	47	48	43	54	47	48	0-1	Bachelor	45	40	No	No	0-1
11207	47	43	43	42	48	48	44	0-1	Bachelor	46	40	No	No	0-1
11208	55	47	50	47	50	57	45	2-5	Master	54	50	Yes	Yes	2-5
11209	52	48	52	48	46	54	43	0-1	None	52	53	No	Yes	0-1
11210	51	43	47	45	46	47	48	0-1	None	36	47	No	No	0-1
11213	55	52	46	44	52	50	46	2-5	Associate	47	50	No	No	2-5
11214	52	42	46	45	47	53	42	6-10	Associate	37	38	Yes	No	6-10
11215	59	57	58	49	58	55	51	6-10	Doctorate	56	60	Yes	Yes	6-10
11218	52	48	43	44	50	54	52	2-5	Bachelor	47	52	No	No	2-5
11219	53	49	44	46	49	53	43	6-10	None	44	38	No	No	6-10
11220	53	52	46	40	48	39	47	0-1	Doctorate	33	46	No	No	0-1
11221	57	49	46	44	48	49	45	0-1	Associate	42	40	No	No	0-1
11222	60	53	49	49	54	56	50	0-1	Doctorate	54	54	No	Yes	0-1
11223	56	42	45	47	50	52	47	11+	Bachelor	46	38	No	No	11+
11225	50	43	46	41	45	55	41	6-10	None	46	34	No	No	6-10
11226	53	43	47	47	48	55	50	6-10	Bachelor	55	47	No	No	6-10
11229	53	47	43	45	47	49	44	11+	Bachelor	42	53	No	No	11+
11231	54	48	49	50	47	50	47	0-1	Bachelor	39	46	No	No	0-1
11232	57	50	49	54	50	56	49	2-5	Associate	63	58	No	Yes	2-5
11233	53	49	46	45	48	53	42	0-1	Bachelor	41	44	No	Yes	0-1
11234	55	48	49	46	54	52	44	0-1	Bachelor	42	40	No	No	0-1
11235	56	50	54	48	50	56	50	0-1	Master	42	43	No	Yes	0-1
11237	46	40	45	43	46	46	44	2-5	Bachelor	33	42	No	No	2-5
11238	54	45	51	44	49	48	43	0-1	Associate	43	43	No	No	0-1
11239	51	45	44	45	45	52	40	2-5	None	44	36	No	No	2-5
11240	57	49	53	58	46	61	47	6-10	Bachelor	60	59	Yes	No	6-10
11241	51	52	52	47	46	50	48	2-5	Bachelor	45	52	No	No	2-5
11242	50	52	51	50	46	52	49	0-1	Bachelor	41	54	No	No	0-1
11243	48	43	45	39	50	46	38	6-10	None	36	34	No	No	6-10
11248	57	54	53	48	50	50	49	0-1	None	45	53	No	No	0-1
11249	54	48	46	45	49	56	45	11+	Bachelor	54	45	No	Yes	11+
11250	53	43	49	45	49	54	43	0-1	None	46	41	Yes	No	0-1
11251	52	48	53	47	51	45	48	2-5	Bachelor	45	53	No	No	2-5
11255	53	50	48	46	48	46	45	0-1	Bachelor	56	40	No	No	0-1
11257	51	44	44	46	46	51	42	2-5	None	44	40	No	No	2-5
11258	54	45	54	51	48	44	47	2-5	Bachelor	45	40	No	No	2-5
11260	53	51	48	42	50	42	40	0-1	None	36	41	No	No	0-1
11261	49	45	43	45	48	50	43	0-1	Bachelor	35	38	Yes	No	0-1
11262	52	46	47	38	52	51	46	2-5	Bachelor	43	32	No	No	2-5
11263	52	51	55	48	49	51	46	0-1	Master	40	47	No	No	0-1
11264	59	50	45	49	47	56	52	11+	Associate	66	41	No	No	11+
11265	54	46	49	49	48	54	44	0-1	None	44	40	No	No	0-1
11266	40	33	36	30	35	44	37	0-1	None	31	26	Yes	Yes	0-1
11267	54	52	48	42	50	46	49	0-1	Associate	41	47	No	No	0-1
11270	52	45	48	50	49	54	47	2-5	None	56	41	No	No	2-5
11271	49	49	44	46	53	44	51	0-1	Bachelor	51	50	No	Yes	0-1
11272	55	47	52	49	48	51	50	0-1	Associate	46	53	No	No	0-1
11273	47	45	49	46	48	43	45	0-1	Bachelor	36	37	No	No	0-1
11275	53	42	44	45	51	49	46	2-5	Bachelor	33	33	No	No	2-5
11278	55	44	48	46	50	55	45	0-1	Bachelor	45	40	No	No	0-1
11279	51	46	44	45	46	48	38	0-1	None	39	37	No	No	0-1
11280	55	49	54	49	54	54	47	0-1	None	51	49	No	Yes	0-1
11281	54	51	49	47	52	55	43	6-10	None	42	45	No	Yes	6-10
11282	45	40	42	40	40	43	35	0-1	None	30	35	No	No	0-1
11284	54	40	45	48	48	50	44	2-5	Bachelor	42	35	No	No	2-5
11285	51	42	37	40	44	50	41	2-5	None	35	31	No	No	2-5
11286	53	50	52	40	47	55	53	6-10	Bachelor	56	45	No	No	6-10
11287	55	42	44	44	50	59	39	2-5	None	41	44	No	No	2-5
11288	58	46	49	41	50	50	48	2-5	Associate	40	42	No	No	2-5
11289	44	43	45	44	47	49	46	0-1	Bachelor	28	31	No	No	0-1
11290	59	49	50	52	53	60	49	11+	Associate	54	67	No	No	11+
11291	52	46	46	46	47	56	42	0-1	None	40	52	No	No	0-1
11292	58	48	50	46	51	50	47	11+	Bachelor	60	53	No	No	11+
11294	50	41	42	45	41	42	44	2-5	Associate	50	36	No	No	2-5
11295	54	46	46	47	51	51	46	2-5	Associate	37	36	Yes	No	2-5
11296	54	50	51	46	52	48	47	2-5	Bachelor	51	46	No	Yes	2-5
11297	53	52	49	44	53	53	44	2-5	Bachelor	41	48	No	No	2-5
11298	58	45	51	49	47	56	48	0-1	Bachelor	50	52	No	No	0-1
11299	50	51	49	45	52	46	45	0-1	None	52	41	No	No	0-1
11300	55	48	45	44	50	48	46	0-1	Associate	39	38	No	Yes	0-1
11301	57	55	54	54	59	58	50	0-1	Bachelor	61	54	No	Yes	0-1
11303	52	47	45	43	52	48	55	0-1	Bachelor	47	48	No	No	0-1
11304	53	39	40	52	46	57	42	2-5	None	45	39	No	No	2-5
11308	55	52	49	47	55	47	52	0-1	None	49	52	No	No	0-1
11309	48	48	45	43	49	53	50	0-1	Bachelor	42	45	No	No	0-1
11311	57	50	52	50	49	53	47	6-10	Associate	54	57	No	Yes	6-10
11312	54	53	52	47	50	41	52	6-10	Bachelor	52	47	No	Yes	6-10
11314	54	51	53	46	55	53	51	0-1	None	51	59	No	No	0-1
11315	51	45	49	46	50	52	46	0-1	Bachelor	33	47	No	No	0-1
11316	57	48	51	48	51	57	50	0-1	Bachelor	59	55	Yes	No	0-1
11317	52	48	48	49	52	57	44	2-5	Bachelor	48	46	No	Yes	2-5
11318	49	50	45	36	46	44	34	0-1	None	37	42	No	No	0-1
11320	51	41	45	44	49	52	44	0-1	None	38	41	No	No	0-1
11321	52	51	52	48	49	50	46	6-10	Associate	42	52	No	No	6-10
11322	51	43	42	42	45	52	46	2-5	Associate	52	44	No	No	2-5
11323	56	50	49	51	52	54	48	2-5	Bachelor	55	47	No	Yes	2-5
11324	43	37	40	41	39	48	48	0-1	Bachelor	32	46	No	No	0-1
11325	57	50	50	46	49	48	48	0-1	Associate	40	42	No	No	0-1
11326	53	40	47	46	44	53	43	2-5	None	35	35	No	No	2-5
11327	55	51	52	48	53	48	45	0-1	Bachelor	48	41	No	No	0-1
11329	50	47	48	41	49	52	47	2-5	Master	48	50	No	No	2-5
11331	54	40	44	49	46	53	39	2-5	None	43	32	No	No	2-5
11334	55	48	53	48	48	55	48	6-10	Bachelor	57	50	No	No	6-10
11335	47	45	51	45	44	42	47	0-1	Bachelor	35	35	No	No	0-1
11336	58	45	47	48	53	52	46	0-1	Bachelor	49	46	No	Yes	0-1
11338	53	49	46	44	45	51	42	2-5	Associate	38	34	No	No	2-5
11339	54	43	47	45	44	46	48	0-1	Bachelor	42	44	No	No	0-1
11340	54	48	52	46	48	44	42	0-1	Associate	33	42	No	No	0-1
11341	47	42	41	41	46	52	45	6-10	Associate	49	37	No	No	6-10
11342	54	53	45	45	55	47	47	2-5	Master	47	42	No	No	2-5
11344	54	44	46	43	44	49	41	2-5	None	35	41	No	No	2-5
11346	54	50	53	44	50	46	44	0-1	Bachelor	40	40	No	No	0-1
11347	55	51	48	44	54	57	46	2-5	Bachelor	52	51	No	No	2-5
11349	55	46	49	49	48	54	43	0-1	Associate	45	45	No	No	0-1
11350	56	50	53	51	50	56	42	2-5	None	47	48	No	No	2-5
11351	49	46	44	40	44	44	46	2-5	Bachelor	37	51	No	No	2-5
11352	50	43	46	47	46	53	42	6-10	None	39	45	No	No	6-10
11354	50	42	44	40	43	40	46	2-5	Associate	32	44	No	No	2-5
11355	46	39	37	43	44	52	41	0-1	None	39	32	No	No	0-1
11356	54	47	52	48	47	47	51	2-5	Bachelor	40	43	No	No	2-5
11357	49	49	47	47	44	53	45	6-10	Master	50	38	No	No	6-10
11358	58	53	52	48	56	48	44	0-1	Bachelor	36	51	No	No	0-1
11360	55	50	49	48	53	51	56	2-5	None	42	50	No	No	2-5
11361	47	40	41	43	44	53	41	2-5	None	38	45	No	No	2-5
11362	54	46	47	50	43	49	41	2-5	None	47	37	No	No	2-5
11363	54	45	46	46	43	46	34	0-1	None	31	42	No	No	0-1
11364	54	44	44	45	47	50	46	2-5	Associate	43	43	No	No	2-5
11365	53	45	43	47	51	55	47	6-10	Bachelor	52	42	No	No	6-10
11366	55	48	49	47	45	52	49	0-1	Associate	49	48	No	No	0-1
11368	52	45	42	40	45	51	46	2-5	Associate	38	50	No	No	2-5
11369	48	47	47	43	49	49	49	0-1	Bachelor	43	37	No	No	0-1
11370	51	46	48	48	44	51	46	0-1	Associate	46	43	No	No	0-1
11371	55	43	49	45	50	50	49	2-5	Bachelor	50	50	No	Yes	2-5
11372	49	45	46	40	51	55	46	11+	Bachelor	50	48	No	Yes	11+
11373	49	38	42	46	43	54	35	0-1	None	39	48	No	No	0-1
11374	45	41	41	39	46	48	43	0-1	None	35	29	No	No	0-1
11375	52	44	48	43	50	52	48	2-5	Associate	37	40	No	No	2-5
11376	53	47	51	47	46	48	46	0-1	Bachelor	44	36	No	No	0-1
11377	50	46	45	44	44	53	42	0-1	Associate	35	31	No	No	0-1
11378	60	50	49	48	52	59	45	6-10	Bachelor	63	57	No	Yes	6-10
11379	54	44	44	41	49	51	46	0-1	Bachelor	46	46	No	No	0-1
11381	51	51	49	41	53	48	50	0-1	Associate	41	54	No	No	0-1
11382	52	49	55	48	48	54	47	6-10	Associate	49	50	No	No	6-10
11383	57	46	48	48	49	58	45	2-5	Bachelor	48	51	No	No	2-5
11384	56	51	48	41	56	46	43	0-1	Associate	46	45	No	No	0-1
11385	56	45	44	45	52	52	43	2-5	None	42	45	No	Yes	2-5
11386	55	46	50	43	44	51	43	2-5	None	37	38	Yes	No	2-5
11387	54	43	43	43	43	53	44	0-1	Bachelor	49	38	No	No	0-1
11388	50	43	48	48	48	49	40	0-1	None	46	49	Yes	No	0-1
11389	63	50	51	46	56	53	50	0-1	Bachelor	55	53	Yes	No	0-1
11391	57	47	47	48	52	52	49	2-5	Bachelor	47	48	Yes	No	2-5
11392	59	47	47	49	50	58	39	2-5	None	45	56	No	No	2-5
11393	51	44	47	51	44	59	45	0-1	Bachelor	52	48	No	Yes	0-1
11395	51	48	43	39	48	49	42	0-1	Associate	39	35	No	No	0-1
11396	53	42	42	47	44	51	41	0-1	None	37	36	No	No	0-1
11397	52	40	43	42	48	47	50	2-5	Bachelor	38	48	No	No	2-5
11398	52	48	49	50	48	57	49	2-5	Bachelor	51	62	Yes	No	2-5
11399	55	43	45	49	48	53	45	2-5	Bachelor	42	47	No	Yes	2-5
11400	47	44	45	45	41	51	39	0-1	None	39	36	No	No	0-1
11401	56	51	54	51	50	51	51	0-1	Bachelor	48	50	No	No	0-1
11402	47	42	50	48	43	48	51	0-1	Bachelor	32	45	No	No	0-1
11403	54	45	50	46	51	51	41	0-1	None	47	44	No	No	0-1
11404	41	39	37	33	43	46	38	0-1	None	42	33	No	No	0-1
11406	59	52	58	54	51	57	57	11+	Master	65	77	No	Yes	11+
11407	50	45	42	43	47	49	44	0-1	Associate	40	43	No	No	0-1
11410	55	45	50	47	54	61	45	2-5	Bachelor	45	46	No	No	2-5
11411	50	45	52	44	47	42	45	0-1	Master	43	44	No	No	0-1
11412	59	50	52	45	49	46	44	0-1	Associate	47	45	No	No	0-1
11413	54	44	46	47	43	52	44	2-5	Bachelor	32	42	No	No	2-5
11415	50	50	47	41	48	48	47	0-1	Bachelor	39	43	No	No	0-1
11416	52	45	48	48	50	57	47	6-10	Associate	51	49	No	Yes	6-10
11417	54	53	49	46	47	54	44	6-10	Bachelor	53	46	No	Yes	6-10
11419	49	46	46	42	51	53	40	2-5	Associate	42	35	No	No	2-5
11420	53	52	51	44	53	50	45	0-1	Associate	49	40	No	No	0-1
11423	50	45	43	40	48	45	42	0-1	None	43	36	No	No	0-1
11424	61	48	56	49	55	52	47	0-1	None	55	58	Yes	Yes	0-1
11425	56	50	53	50	51	54	52	2-5	Bachelor	51	55	Yes	Yes	2-5
11427	53	43	51	47	49	48	46	0-1	Bachelor	44	45	No	Yes	0-1
